Время, сек;Rz_L, Н;Rz_R, Н;Rx, Н
17,86;21775,9;20865;650
17,87;21772,7;20882,5;650
17,88;21758;20888,5;650
17,89;21771,4;20897,7;650
17,9;21753,2;20906;650
17,91;21756,8;20905;650
17,92;21745,5;20921,6;650
17,93;21714;20921;650
17,94;21716,7;20942,9;650
17,95;21700,5;20943,4;650
17,96;21686,5;20956,9;650
17,97;21681,5;20968,4;650
17,98;21677,5;20975,8;650
17,99;21669,4;20992,2;650
18;21639,4;20993,1;650
18,01;21636,2;21011;650
18,02;21634,2;21029,3;650
18,03;21609,8;21029,8;650
18,04;21611,4;21049,3;650
18,05;21601,7;21067,7;650
18,06;21584,5;21064,2;650
18,07;21564,6;21074,1;650
18,08;21560,9;21095,3;650
18,09;21555,1;21103,4;650
18,1;21532,8;21109;650
18,11;21508,1;21142,1;650
18,12;21503;21136,1;650
18,13;21507,5;21155;650
18,14;21477,4;21160,2;650
18,15;21471,4;21171,9;650
18,16;21469,7;21195,4;650
18,17;21452,8;21202,3;650
18,18;21414,8;21202,4;650
18,19;21403,5;21220,1;650
18,2;21401,5;21240,2;650
18,21;21401,3;21256;650
18,22;21381,3;21276,8;650
18,23;21372,1;21290,7;650
18,24;21362,4;21292,3;650
18,25;21351,3;21315,5;650
18,26;21335,5;21340,4;650
18,27;21309,2;21320,5;650
18,28;21313,9;21365;650
18,29;21299,4;21383,2;650
18,3;21260,5;21367,5;650
18,31;21236;21381,8;650
18,32;21267;21389,6;650
18,33;21238,4;21442,4;650
18,34;21229,2;21425,5;650
18,35;21227,9;21440,7;650
18,36;21210,8;21466,5;650
18,37;21191,3;21466,5;650
18,38;21171,1;21504,9;650
18,39;21156,2;21530,7;650
18,4;21163,8;21540,2;650
18,41;21146,8;21503,5;650
18,42;21130,8;21537,8;650
18,43;21117,8;21576;650
18,44;21109,5;21547,7;650
18,45;21096,8;21629,1;650
18,46;21070,2;21636;650
18,47;21084,4;21583;650
18,48;21062,9;21591,2;650
18,49;21061;21638,2;650
18,5;21032,5;21661,1;650
18,51;21023,4;21691,4;650
18,52;21012,4;21692,7;650
18,53;20998,8;21688;650
18,54;20999,5;21684,5;650
18,55;20983;21669,5;650
18,56;20978;21732,7;650
18,57;20968,1;21778,9;650
18,58;20949,5;21751,1;650
18,59;20946,5;21754,3;650
18,6;20943,4;21728;650
18,61;20926,8;21741,6;650
18,62;20914,4;21771,2;650
18,63;20906,5;21801;650
18,64;20903,8;21751,8;650
18,65;20890,4;21809,2;650
18,66;20881,4;21814,8;650
18,67;20873,7;21749,5;650
18,68;20866,6;21831,9;650
18,69;20862;21736,9;650
18,7;20853,6;21824,9;650
18,71;20844,5;21770,6;650
18,72;20838,3;21816,6;650
18,73;20841;21733,2;650
18,74;20817,9;21858,4;650
18,75;20816,6;21859,1;650
18,76;20824,1;21761;650
18,77;20826,9;21710,3;650
18,78;20818,2;21743,4;650
18,79;20794,6;21750;650
18,8;20789,8;21779,7;650
18,81;20793;21775,3;650
18,82;20788,5;21708,6;650
18,83;20784,9;21758;650
18,84;20788;21772,3;650
18,85;20759,3;21849,9;650
18,86;20797,2;21679,1;650
18,87;20792,9;21606,4;650
18,88;20800;21770,8;650
18,89;20726,4;21817,6;650
18,9;20761,4;21803,9;650
18,91;20760,2;21660,6;650
18,92;20793,3;21606,6;650
18,93;20757,9;21743,9;650
18,94;20759,8;21665,2;650
18,95;20747,7;21679,8;650
18,96;20764,2;21722,6;650
18,97;20752,1;21697,4;650
18,98;20760,3;21737,4;650
18,99;20752,6;21726,9;650
19;20758,6;21726,2;650
19,01;20771,6;21752,4;650
19,02;20774,3;21717,5;650
19,03;20766,8;21702,7;650
19,04;20757,8;21771,5;650
19,05;20766,9;21766;650
19,06;20775,4;21733,6;650
19,07;20796,4;21676,6;650
19,08;20792,9;21683,1;650
19,09;20786;21741,6;650
19,1;20778,7;21768,9;650
19,11;20789,1;21744;650
19,12;20808,5;21737;650
19,13;20817,3;21751,4;650
19,14;20820,1;21798,8;650
19,15;20813,8;21822,1;650
19,16;20821,4;21779,3;650
19,17;20825,9;21730,4;650
19,18;20832,4;21735,2;650
19,19;20839,7;21822;650
19,2;20845,3;21818,6;650
19,21;20853,2;21698,1;650
19,22;20851,3;21832;650
19,23;20867,7;21771,8;650
19,24;20865,9;21786,4;650
19,25;20882,4;21764,7;650
19,26;20881;21791,9;650
19,27;20894,1;21715,9;650
19,28;20900;21809;650
19,29;20900,8;21770,9;650
19,3;20918,2;21722,6;650
19,31;20921,4;21732,5;650
19,32;20938,6;21734,9;650
19,33;20937,3;21736,1;650
19,34;20945,1;21724,7;650
19,35;20959,7;21700,6;650
19,36;20971,1;21721,3;650
19,37;20977;21696,6;650
19,38;20978,9;21691,2;650
19,39;20996,6;21665,6;650
19,4;21012,9;21648,4;650
19,41;21015;21675,9;650
19,42;21026,1;21622,2;650
19,43;21044,1;21630,1;650
19,44;21048,3;21622,8;650
19,45;21063,2;21601,3;650
19,46;21067,4;21594,1;650
19,47;21078,9;21595,5;650
19,48;21082,5;21562,1;650
19,49;21108,8;21582,1;650
19,5;21113,7;21552,2;650
19,51;21118,4;21529,3;650
19,52;21142,3;21527,4;650
19,53;21141,5;21515,1;650
19,54;21171,8;21485,2;650
19,55;21172,3;21463,8;650
19,56;21165,2;21481,8;650
19,57;21209,1;21465,2;650
19,58;21218,4;21408,4;650
19,59;21209,1;21445,1;650
19,6;21214,4;21449,5;650
19,61;21250;21420,7;650
19,62;21278,4;21378,6;650
19,63;21284,6;21374,5;650
19,64;21281,2;21362,5;650
19,65;21281;21335,5;650
19,66;21312,2;21341,4;650
19,67;21326,7;21371;650
19,68;21317,4;21291,6;650
19,69;21331,5;21270,2;650
19,7;21358,1;21318,4;650
19,71;21371,6;21250,3;650
19,72;21363,8;21255,1;650
19,73;21403,6;21300,3;650
19,74;21419,2;21175,6;650
19,75;21416,2;21237,4;650
19,76;21431,3;21266,4;650
19,77;21457,2;21148,2;650
19,78;21461,5;21140,4;650
19,79;21468,8;21236,8;650
19,8;21492,7;21227,4;650
19,81;21500,7;21130,1;650
19,82;21519,9;21081,9;650
19,83;21540,9;21105,8;650
19,84;21534;21191,4;650
19,85;21551,3;21136,9;650
19,86;21567,4;21054,2;650
19,87;21584,2;21037,7;650
19,88;21595,9;21101,4;650
19,89;21583,9;21110,2;650
19,9;21615,5;21053,8;650
19,91;21630,1;21008,1;650
19,92;21653,7;21016,2;650
19,93;21664,3;21023;650
19,94;21650,9;21054,5;650
19,95;21655,5;21037,9;650
19,96;21695,6;20985,6;650
19,97;21693,8;20949,2;650
19,98;21717,5;20974,1;650
19,99;21708,3;20946,2;650
20;21724,9;20966,4;650
20,01;21722,4;20940,2;650
20,02;21724,1;20948,9;650
20,03;21734,3;20934,8;650
20,04;21764;20925,3;650
20,05;21773,7;20921,4;650
20,06;21780,1;20903,7;650
20,07;21770;20890,7;650
20,08;21789,8;20885,1;650
20,09;21780,8;20882,6;650
20,1;21782,8;20862,6;650
20,11;21800,9;20864,4;650
20,12;21793,2;20847,4;650
20,13;21795,4;20850,6;650
20,14;21802,9;20836,7;650
20,15;21805,3;20831,6;650
20,16;21794,9;20820,1;650
20,17;21799;20833,1;650
20,18;21803,4;20811,9;650
20,19;21812,3;20812,1;650
20,2;21800,8;20816,3;650
20,21;21794,6;20803,4;650
20,22;21802,5;20802;650
20,23;21794,3;20789,2;650
20,24;21796,3;20794,6;650
20,25;21799,1;20797,5;650
20,26;21787,2;20783;650
20,27;21778,6;20774,9;650
20,28;21778,8;20781;650
20,29;21769,6;20763,3;650
20,3;21778,2;20786,5;650
20,31;21763;20758,5;650
20,32;21771,8;20774,7;650
20,33;21759,2;20759,4;650
20,34;21758,7;20768,2;650
20,35;21748,1;20759,3;650
20,36;21747,4;20762,5;650
20,37;21750,5;20763,3;650
20,38;21745,2;20757,5;650
20,39;21747,1;20765,8;650
20,4;21731;20765,9;650
20,41;21727,5;20765,1;650
20,42;21724,5;20762,8;650
20,43;21732,2;20758;650
20,44;21746,1;20771;650
20,45;21737,7;20774,1;650
20,46;21738,6;20778,6;650
20,47;21721,4;20768,8;650
20,48;21722,9;20777,7;650
20,49;21727,7;20780,2;650
20,5;21732,7;20772,8;650
20,51;21724,2;20779,8;650
20,52;21737,1;20797,4;650
20,53;21736,3;20788;650
20,54;21732,6;20793,5;650
20,55;21722,4;20790;650
20,56;21730,2;20813,8;650
20,57;21741,7;20823,4;650
20,58;21735,1;20814,4;650
20,59;21741,5;20832,5;650
20,6;21735,2;20833,8;650
20,61;21734,6;20831,6;650
20,62;21729,3;20847,8;650
20,63;21733;20858,1;650
20,64;21728,5;20848,1;650
20,65;21738,1;20860,8;650
20,66;21742;20874;650
20,67;21741,4;20880,4;650
20,68;21722,6;20868,8;650
20,69;21717,6;20897,1;650
20,7;21734,5;20906,6;650
20,71;21739,2;20911,8;650
20,72;21718,1;20917,9;650
20,73;21695,5;20919,3;650
20,74;21723,5;20935,7;650
20,75;21701,4;20947,6;650
20,76;21702,2;20956,6;650
20,77;21698,3;20966;650
20,78;21683,1;20974,5;650
20,79;21678,6;20982,5;650
20,8;21678,5;20992,4;650
20,81;21669,5;21001,7;650
20,82;21674,2;21027;650
20,83;21649,9;21020,4;650
20,84;21630,8;21022,9;650
20,85;21627,8;21038,6;650
20,86;21620,5;21053,9;650
20,87;21613,1;21059,4;650
20,88;21599,4;21075,6;650
20,89;21596,8;21089,8;650
20,9;21578,2;21100,2;650
20,91;21570,8;21113,1;650
20,92;21563,5;21124,4;650
20,93;21540,3;21121,9;650
20,94;21547,8;21147;650
20,95;21508,1;21142,8;650
20,96;21523,2;21173,9;650
20,97;21480,9;21161,9;650
20,98;21506,3;21205,7;650
20,99;21471,5;21193,3;650
21;21477;21231,9;650
21,01;21446,9;21223,1;650
21,02;21428,3;21232;650
21,03;21429,4;21259,8;650
21,04;21390,2;21244,9;650
21,05;21401,1;21267,5;650
21,06;21372;21309,7;650
21,07;21368,5;21251,3;650
21,08;21351;21345,3;650
21,09;21335,7;21300,7;650
21,1;21317,1;21327,2;650
21,11;21318,5;21357,6;650
21,12;21304,5;21370,9;650
21,13;21282,9;21358;650
21,14;21283,8;21365,4;650
21,15;21249,9;21395,3;650
21,16;21244,9;21421,4;650
21,17;21232,2;21399,1;650
21,18;21218;21421,7;650
21,19;21205,4;21433,3;650
21,2;21189,5;21458,3;650
21,21;21177,8;21492,3;650
21,22;21160,6;21494;650
21,23;21156,9;21496,1;650
21,24;21137,5;21463,6;650
21,25;21127,9;21521,3;650
21,26;21118,6;21574,2;650
21,27;21098,1;21507,4;650
21,28;21097,7;21582,4;650
21,29;21078,7;21524,4;650
21,3;21066,6;21635;650
21,31;21049,3;21529,6;650
21,32;21071,2;21640,8;650
21,33;21011,3;21648,4;650
21,34;21034;21605,6;650
21,35;21027,7;21620,4;650
21,36;21003,4;21616,5;650
21,37;21004,3;21668,1;650
21,38;20977,4;21665,1;650
21,39;20974,6;21698,1;650
21,4;20962,1;21694,4;650
21,41;20956;21704,3;650
21,42;20942,8;21698,9;650
21,43;20937,9;21692,8;650
21,44;20924,7;21731,9;650
21,45;20917,6;21769,1;650
21,46;20908,6;21805,5;650
21,47;20908,2;21730,8;650
21,48;20891,6;21708,9;650
21,49;20890,3;21765,6;650
21,5;20878,2;21789,1;650
21,51;20872,6;21795,7;650
21,52;20863,4;21789,7;650
21,53;20853,7;21799,8;650
21,54;20851,7;21756,8;650
21,55;20844,8;21837,1;650
21,56;20835,3;21824,4;650
21,57;20831,1;21757,9;650
21,58;20828,7;21851,4;650
21,59;20813,5;21764;650
21,6;20813,9;21847;650
21,61;20809,4;21799;650
21,62;20806,5;21846,9;650
21,63;20798,6;21821,2;650
21,64;20786,3;21801,9;650
21,65;20793;21818,1;650
21,66;20781,7;21788,4;650
21,67;20781,5;21845,4;650
21,68;20775,7;21814,8;650
21,69;20782,2;21788,2;650
21,7;20759,1;21879,7;650
21,71;20764,4;21736,1;650
21,72;20771,8;21785,7;650
21,73;20753,7;21862,9;650
21,74;20758,7;21811,1;650
21,75;20762,6;21777,1;650
21,76;20758,9;21797;650
21,77;20753;21794;650
21,78;20748,4;21817,5;650
21,79;20770,1;21781,9;650
21,8;20749,7;21737,7;650
21,81;20752,9;21805,9;650
21,82;20755,9;21773,4;650
21,83;20760,9;21764,7;650
21,84;20750,2;21800;650
21,85;20755,2;21837,6;650
21,86;20759;21742,7;650
21,87;20767,2;21674,1;650
21,88;20760;21771,8;650
21,89;20759,7;21830,8;650
21,9;20767,4;21742,2;650
21,91;20771,8;21742,5;650
21,92;20765,6;21804,9;650
21,93;20770,8;21717,9;650
21,94;20786,2;21714,8;650
21,95;20784,9;21801,8;650
21,96;20778,4;21761,2;650
21,97;20784,4;21758,6;650
21,98;20796;21735,3;650
21,99;20796,5;21742,7;650
22;20800,6;21737,3;650
22,01;20808,9;21725,3;650
22,02;20811,8;21785,2;650
22,03;20821,2;21699,7;650
22,04;20825,2;21770,6;650
22,05;20823,8;21744,3;650
22,06;20842,3;21726,4;650
22,07;20854,7;21727,1;650
22,08;20847,9;21750,1;650
22,09;20851,7;21733,6;650
22,1;20879,6;21699,6;650
22,11;20865,6;21732,4;650
22,12;20876,1;21764,6;650
22,13;20890,2;21651,4;650
22,14;20903,2;21732,9;650
22,15;20902,7;21736,6;650
22,16;20913,8;21679,6;650
22,17;20916,8;21668,8;650
22,18;20930,6;21738;650
22,19;20939,7;21720;650
22,2;20957,7;21667,1;650
22,21;20958,9;21679,5;650
22,22;20966,1;21689,8;650
22,23;20974,1;21657,4;650
22,24;20985,6;21654,1;650
22,25;20994,4;21637,4;650
22,26;21014,8;21644,5;650
22,27;21025,8;21620,3;650
22,28;21035,3;21627;650
22,29;21047,3;21604,5;650
22,3;21050,1;21611,7;650
22,31;21057,5;21609,1;650
22,32;21070;21601,1;650
22,33;21097,4;21556,3;650
22,34;21110;21572,7;650
22,35;21101,8;21541;650
22,36;21118,1;21557,9;650
22,37;21149,6;21524,6;650
22,38;21139,9;21532,2;650
22,39;21141,9;21542,1;650
22,4;21186,7;21487,3;650
22,41;21192,8;21469,1;650
22,42;21165,3;21505,6;650
22,43;21225,3;21453,1;650
22,44;21215,4;21438,8;650
22,45;21203,8;21465,3;650
22,46;21277;21416,3;650
22,47;21231,1;21425,3;650
22,48;21288,1;21416,6;650
22,49;21298,9;21386,6;650
22,5;21245,4;21377,9;650
22,51;21374,4;21370,8;650
22,52;21275,1;21345,2;650
22,53;21338,1;21357,7;650
22,54;21394,9;21365,1;650
22,55;21321;21265,2;650
22,56;21330,6;21283,4;650
22,57;21416,4;21303,3;650
22,58;21401,7;21273,6;650
22,59;21384,2;21259;650
22,6;21436,9;21248,9;650
22,61;21420,4;21228,4;650
22,62;21442,8;21209,3;650
22,63;21443,6;21205,4;650
22,64;21473,8;21193,1;650
22,65;21473,4;21179,3;650
22,66;21495,6;21183,7;650
22,67;21505,1;21152,6;650
22,68;21511,4;21143,3;650
22,69;21533,8;21144,8;650
22,7;21529,3;21111,6;650
22,71;21559,8;21121,1;650
22,72;21546,2;21086,2;650
22,73;21581,6;21095,8;650
22,74;21571,9;21062,4;650
22,75;21600,3;21061;650
22,76;21595,8;21036,8;650
22,77;21611,7;21038,6;650
22,78;21626,1;21024;650
22,79;21636,9;21014,6;650
22,8;21643,7;20996,5;650
22,81;21646,6;20984,6;650
22,82;21671,1;20988,1;650
22,83;21673,3;20968,3;650
22,84;21688;20965;650
22,85;21674,7;20934,6;650
22,86;21709,4;20945,7;650
22,87;21700,2;20920,5;650
22,88;21723,1;20919,5;650
22,89;21721,7;20905,7;650
22,9;21746,1;20907,1;650
22,91;21731,2;20884,3;650
22,92;21766,6;20892,2;650
22,93;21741,5;20860,9;650
22,94;21772,4;20874,6;650
22,95;21765,8;20853,8;650
22,96;21791,1;20858,6;650
22,97;21770;20840,9;650
22,98;21787,5;20832,4;650
22,99;21795,1;20826,5;650
23;21792,3;20825,6;650
23,01;21807,6;20820;650
23,02;21815;20805,6;650
23,03;21808,8;20810,5;650
23,04;21797,3;20792,6;650
23,05;21833,5;20800,8;650
23,06;21816,5;20790,1;650
23,07;21809,2;20784,5;650
23,08;21814,1;20779,2;650
23,09;21828,5;20774,7;650
23,1;21835;20763;650
23,11;21833,8;20769,4;650
23,12;21821,5;20757,8;650
23,13;21825,4;20757,9;650
23,14;21822,3;20763,2;650
23,15;21819,8;20748;650
23,16;21820,1;20756,4;650
23,17;21827,2;20749,4;650
23,18;21836,6;20746,9;650
23,19;21822,4;20736,6;650
23,2;21819,3;20746,9;650
23,21;21821,6;20743,9;650
23,22;21816;20733,4;650
23,23;21816,3;20752,4;650
23,24;21810,8;20739,9;650
23,25;21818,4;20741,5;650
23,26;21809,7;20740,9;650
23,27;21795,5;20737,8;650
23,28;21801,6;20742;650
23,29;21803,9;20749;650
23,3;21802,8;20746,4;650
23,31;21802,2;20751,9;650
23,32;21798,7;20747,1;650
23,33;21792,9;20745,2;650
23,34;21791,4;20757,8;650
23,35;21786,3;20760;650
23,36;21780,8;20756;650
23,37;21799,8;20769,6;650
23,38;21784,4;20757,9;650
23,39;21780,5;20769,2;650
23,4;21774,4;20771,9;650
23,41;21772,9;20777,3;650
23,42;21774;20784,7;650
23,43;21771,1;20791,8;650
23,44;21763,7;20796,1;650
23,45;21762,5;20788,5;650
23,46;21771,4;20805,2;650
23,47;21764;20811,6;650
23,48;21765,7;20814,7;650
23,49;21764,8;20829,1;650
23,5;21747,3;20824,3;650
23,51;21745,8;20835,8;650
23,52;21744,7;20838,5;650
23,53;21740,8;20848,5;650
23,54;21738,7;20864,4;650
23,55;21745;20873,8;650
23,56;21733,1;20864,7;650
23,57;21712,2;20870,6;650
23,58;21711,2;20894,7;650
23,59;21727,3;20902,8;650
23,6;21719;20905;650
23,61;21696,6;20903,2;650
23,62;21725,3;20931,6;650
23,63;21694,8;20933,4;650
23,64;21682,8;20941,1;650
23,65;21687;20951,9;650
23,66;21664,3;20949,4;650
23,67;21665,4;20972,3;650
23,68;21661,2;20988,8;650
23,69;21647,2;20993;650
23,7;21646,9;21007,9;650
23,71;21644;21018,4;650
23,72;21626,1;21020,1;650
23,73;21621;21035,7;650
23,74;21588,5;21038,9;650
23,75;21594,9;21052,6;650
23,76;21598,4;21061,9;650
23,77;21578,4;21087,1;650
23,78;21568,6;21096,1;650
23,79;21567,4;21103,2;650
23,8;21544,2;21105,6;650
23,81;21539;21114,3;650
23,82;21520,8;21130,8;650
23,83;21522,5;21161,2;650
23,84;21504,3;21167;650
23,85;21489,7;21171,1;650
23,86;21479,8;21182,9;650
23,87;21480,1;21205,3;650
23,88;21466,7;21215,3;650
23,89;21446;21213,9;650
23,9;21432,2;21238,3;650
23,91;21428,3;21258,6;650
23,92;21415,6;21252,9;650
23,93;21395,3;21264,1;650
23,94;21388,4;21298,8;650
23,95;21367,7;21284;650
23,96;21355,7;21304,7;650
23,97;21347;21320,6;650
23,98;21328,8;21325,7;650
23,99;21326,8;21355,2;650
24;21306,6;21341,4;650
24,01;21315,2;21410,6;650
24,02;21282,2;21350,8;650
24,03;21229,2;21417,3;650
24,04;21283,5;21418,7;650
24,05;21274,3;21410,3;650
24,06;21225;21431,8;650
24,07;21195,2;21464,5;650
24,08;21218,8;21468,7;650
24,09;21202,9;21442,9;650
24,1;21181;21477,2;650
24,11;21157,5;21503,6;650
24,12;21174,6;21532,5;650
24,13;21139,7;21484,9;650
24,14;21128,8;21528,5;650
24,15;21128,7;21567;650
24,16;21117,2;21564,8;650
24,17;21099,3;21538,4;650
24,18;21078;21564,5;650
24,19;21078,1;21602,2;650
24,2;21074,4;21591,7;650
24,21;21041,4;21574,9;650
24,22;21044;21614,7;650
24,23;21024,2;21638;650
24,24;21015,7;21674,3;650
24,25;21002,1;21659,6;650
24,26;20997,2;21641,4;650
24,27;20989,9;21621,3;650
24,28;20971,4;21625,9;650
24,29;20970,6;21719,8;650
24,3;20940,9;21723,3;650
24,31;20944,1;21667,7;650
24,32;20936,3;21662,1;650
24,33;20914,3;21749,5;650
24,34;20914,5;21746,6;650
24,35;20905,4;21725,7;650
24,36;20895;21694,4;650
24,37;20886,9;21720,5;650
24,38;20876,7;21752,3;650
24,39;20868,4;21801,7;650
24,4;20858,4;21726,8;650
24,41;20860,6;21729,7;650
24,42;20842,1;21778,1;650
24,43;20837,7;21810,4;650
24,44;20829,8;21734,8;650
24,45;20827,5;21791,5;650
24,46;20819,2;21785,8;650
24,47;20809,1;21794;650
24,48;20803,3;21775,8;650
24,49;20799,1;21798,7;650
24,5;20786,6;21805,6;650
24,51;20791,6;21792;650
24,52;20780;21822,6;650
24,53;20779,2;21771,5;650
24,54;20771,2;21823,3;650
24,55;20770,7;21850,4;650
24,56;20765,9;21710;650
24,57;20759,5;21865,4;650
24,58;20747,7;21887,5;650
24,59;20751;21725,4;650
24,6;20756;21825,6;650
24,61;20751,8;21850,8;650
24,62;20741,3;21788,8;650
24,63;20744,4;21859,8;650
24,64;20739,2;21787,4;650
24,65;20743,2;21809,1;650
24,66;20743,2;21873,1;650
24,67;20738,3;21753,8;650
24,68;20739,4;21843,4;650
24,69;20731,6;21856,9;650
24,7;20742,4;21842,4;650
24,71;20740,8;21726,3;650
24,72;20737,2;21851,8;650
24,73;20733;21859,6;650
24,74;20738,5;21749,2;650
24,75;20749,9;21846,3;650
24,76;20744;21839,4;650
24,77;20745,2;21768,3;650
24,78;20745,8;21841,6;650
24,79;20747,5;21793,8;650
24,8;20760,7;21803,6;650
24,81;20757,7;21839;650
24,82;20757,6;21781,2;650
24,83;20766,7;21821,4;650
24,84;20763,5;21756,3;650
24,85;20773,4;21815,9;650
24,86;20769,7;21845,8;650
24,87;20783,2;21728,9;650
24,88;20784,6;21837,1;650
24,89;20785,7;21749,4;650
24,9;20794,1;21817,7;650
24,91;20803,5;21732,4;650
24,92;20797,5;21831,6;650
24,93;20813;21734,4;650
24,94;20822,5;21804;650
24,95;20821,9;21747,6;650
24,96;20835;21764;650
24,97;20841,5;21755,1;650
24,98;20846;21760;650
24,99;20849,2;21755,4;650
25;20865,3;21754,5;650
25,01;20866,7;21681,4;650
25,02;20872,8;21766,3;650
25,03;20879,8;21764,2;650
25,04;20894,1;21679,8;650
25,05;20909;21684,8;650
25,06;20905,5;21738,2;650
25,07;20923,3;21740,8;650
25,08;20923,7;21659,9;650
25,09;20940,7;21710,1;650
25,1;20949,1;21692,4;650
25,11;20955,4;21653;650
25,12;20966,3;21648,2;650
25,13;20977,7;21671,4;650
25,14;20982,9;21670,2;650
25,15;21004;21622,9;650
25,16;21012,2;21634,9;650
25,17;21017,8;21617;650
25,18;21029,1;21635,9;650
25,19;21040,6;21599,6;650
25,2;21059,4;21600,7;650
25,21;21062,4;21589,4;650
25,22;21078,4;21580,4;650
25,23;21090,9;21558,4;650
25,24;21100,8;21570,5;650
25,25;21111,6;21540,4;650
25,26;21126,9;21514,7;650
25,27;21132,5;21529,5;650
25,28;21147,9;21525,4;650
25,29;21150,7;21519;650
25,3;21179,9;21484,4;650
25,31;21186,7;21450,3;650
25,32;21195,6;21473,6;650
25,33;21199,1;21485;650
25,34;21237,9;21457,3;650
25,35;21233,3;21421,6;650
25,36;21213,8;21419,8;650
25,37;21292,1;21405,3;650
25,38;21269,4;21377;650
25,39;21228,7;21385,7;650
25,4;21355;21386;650
25,41;21270,9;21366,7;650
25,42;21343,2;21364,2;650
25,43;21354,5;21336;650
25,44;21272,4;21269;650
25,45;21416,3;21335,9;650
25,46;21397,8;21352;650
25,47;21339,5;21243,8;650
25,48;21420,3;21274,6;650
25,49;21414,2;21301,3;650
25,5;21389,7;21184,9;650
25,51;21447,3;21254,9;650
25,52;21434,1;21242,5;650
25,53;21469,6;21182,2;650
25,54;21478,2;21205;650
25,55;21475,7;21225;650
25,56;21508;21189,3;650
25,57;21508,7;21144;650
25,58;21521,8;21146,3;650
25,59;21509,6;21130,1;650
25,6;21527,7;21124;650
25,61;21549,8;21120,5;650
25,62;21550,1;21104,2;650
25,63;21574,9;21101,2;650
25,64;21577,9;21087,7;650
25,65;21590;21078,9;650
25,66;21604,3;21058;650
25,67;21601,6;21048,8;650
25,68;21621,7;21043,1;650
25,69;21621,6;21025,2;650
25,7;21623,5;21010,9;650
25,71;21633,1;20993,9;650
25,72;21648,9;20992;650
25,73;21652,9;20989,1;650
25,74;21672;20985;650
25,75;21669;20965,6;650
25,76;21689,7;20950,7;650
25,77;21689,9;20948,6;650
25,78;21705;20943,1;650
25,79;21698,2;20924,2;650
25,8;21702,6;20911,5;650
25,81;21711,2;20912,2;650
25,82;21717,7;20905,8;650
25,83;21719,5;20891,3;650
25,84;21713,3;20883,9;650
25,85;21740,7;20887,4;650
25,86;21738;20861,1;650
25,87;21736,2;20858,4;650
25,88;21751,8;20859,2;650
25,89;21760,6;20844;650
25,9;21745,6;20839,5;650
25,91;21752,6;20831,5;650
25,92;21766,7;20824,1;650
25,93;21771,5;20819,6;650
25,94;21764,7;20809,5;650
25,95;21761,4;20814,6;650
25,96;21772,8;20805,1;650
25,97;21792,8;20811,2;650
25,98;21785,1;20799,1;650
25,99;21784,2;20791,5;650
26;21775;20777;650
26,01;21780;20781,1;650
26,02;21788,5;20779,7;650
26,03;21797,8;20768,9;650
26,04;21808,3;20769,9;650
26,05;21800,6;20768,6;650
26,06;21798,5;20763,9;650
26,07;21790,4;20758,8;650
26,08;21800;20759,1;650
26,09;21794,4;20760,2;650
26,1;21797,5;20753,3;650
26,11;21811,4;20763,2;650
26,12;21814,6;20755,1;650
26,13;21807,1;20753,2;650
26,14;21809,2;20749,4;650
26,15;21807,4;20757,6;650
26,16;21803,3;20745,4;650
26,17;21809,3;20750,7;650
26,18;21818,7;20750,6;650
26,19;21807,8;20744,3;650
26,2;21804,6;20747,1;650
26,21;21810,4;20743,6;650
26,22;21803,5;20753,1;650
26,23;21809,2;20757;650
26,24;21820,7;20771,5;650
26,25;21807,4;20768,4;650
26,26;21801,4;20763;650
26,27;21803,1;20772;650
26,28;21787,5;20773,9;650
26,29;21800,8;20775;650
26,3;21806,3;20772,9;650
26,31;21797,4;20791,6;650
26,32;21784,7;20786,1;650
26,33;21795;20788;650
26,34;21799,6;20796,7;650
26,35;21782,7;20802,5;650
26,36;21775,4;20802,6;650
26,37;21787,5;20810,7;650
26,38;21772;20812,4;650
26,39;21762,2;20815,2;650
26,4;21780,8;20832,6;650
26,41;21769,8;20831,5;650
26,42;21757,7;20841,4;650
26,43;21756,5;20853;650
26,44;21750,7;20858;650
26,45;21742,8;20861,8;650
26,46;21741,4;20877,6;650
26,47;21731,6;20887,6;650
26,48;21719,6;20883,8;650
26,49;21730,8;20897,7;650
26,5;21709,1;20900,4;650
26,51;21718,5;20919;650
26,52;21710,6;20933,8;650
26,53;21698;20933,3;650
26,54;21699,3;20935,8;650
26,55;21677,9;20948,3;650
26,56;21679,8;20957,8;650
26,57;21650,1;20958;650
26,58;21666,1;20981,9;650
26,59;21645,4;20987,5;650
26,6;21650,1;21004,7;650
26,61;21625,7;20996,6;650
26,62;21630,7;21023,8;650
26,63;21617,4;21033,9;650
26,64;21605,9;21049;650
26,65;21591;21055;650
26,66;21585;21057,6;650
26,67;21589,5;21085,1;650
26,68;21560,2;21088,6;650
26,69;21566,2;21106,5;650
26,7;21528,6;21099;650
26,71;21552,9;21127,3;650
26,72;21514,1;21121,2;650
26,73;21513,5;21144,8;650
26,74;21513;21148;650
26,75;21480,2;21176,8;650
26,76;21485,5;21180,5;650
26,77;21456,8;21196,6;650
26,78;21455,4;21199,1;650
26,79;21455,9;21215,5;650
26,8;21428,5;21225;650
26,81;21427,9;21240,1;650
26,82;21415,6;21269,7;650
26,83;21388,6;21254,8;650
